#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-30T19:26:32 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-30T19:26:32	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-out.src=VII/257/2mig&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VII/257/2mig&-out=2MIG&-out=2M&-out=RAJ2000&-out=DEJ2000&-out=Name&-out=r&-out=Ksmag&-out=2s&-out=HRV&-out=T&-out=N&-out=Comm&-out=NED&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7257
#Name: VII/257
#Title: 2MASS-selected Isolated Galaxies (2MIG) (Karachentseva+, 2010)
#INFO	ivoid=ivo://cds.vizier/vii/257	    IVOID of underlying data collection
#INFO	creator=Karachentseva V.E.	    First author or institution
#INFO	cites=bibcode:2010AstBu..65....1K	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/257	    Dataset landing page
#INFO	publication_date=2018-01-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_257_2mig:
#Name: VII/257/2mig
#Title: 2MASS-selected Isolated Galaxies Catalog (2MIG)
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	2MIG	(I4)	Galaxy number	[ucd=meta.id;meta.main]
#Column	2M	(A2)	Display the 2MASSX data (Cat. VII/233)	[ucd=meta.ref.url]
#Column	RAJ2000	(A11)	Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	Name	(a16)	Galaxy name in the known catalogs	[ucd=meta.id]
#Column	r	(F5.1)	K-band fiducial elliptical Kron radius	[ucd=phys.angSize;em.IR.K]
#Column	Ksmag	(F5.2)	Ks-band fiducial elliptical Kron magnitude	[ucd=phot.mag;em.IR.K]
#Column	2s	(I3)	Dimensionless "separation" between isolated galaxy and its nearest significant neighbour	[ucd=pos.angDistance]
#Column	HRV	(I5)	? Heliocentric radial velocity taken from LEDA or NED databases	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	T	(I2)	Morphological type in de Vaucouleurs' scale (T=-2 is any elliptical galaxies)	[ucd=src.morph.type]
#Column	N	(I1)	? Number of significant neighbours of the isolated galaxy detected during our additional inspection on DSS (1)	[ucd=meta.number]
#Column	Comm	(a34)	? Comments (2)	[ucd=meta.note]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	2MIG	2M	RAJ2000	DEJ2000	Name	r	Ksmag	2s	HRV	T	N	Comm	NED
277.2641250	-38.3410000	2510	2M	18 29 03.39	-38 20 27.6	MCG-06-40-002   	 23.9	10.36	 73	 4111	 0	1	                                  	NED
277.5926667	+52.2533333	2511	2M	18 30 22.24	+52 15 12.0	PGC2410415      	 16.2	11.31	 67	     	 3	1	                                  	NED
277.6837083	-45.8708056	2512	2M	18 30 44.09	-45 52 14.9	2MASX           	 18.4	10.87	 85	 5826	 0	 	                                  	NED
277.8705833	+16.1228056	2513	2M	18 31 28.94	+16 07 22.1	CGCG114-010     	 26.4	 9.90	 88	 5142	 0	 	                                  	NED
277.9246667	+16.6528889	2514	2M	18 31 41.92	+16 39 10.4	PGC166544       	 20.9	10.79	 60	 4816	 2	 	IRAS                              	NED
278.1466667	-63.2933889	2515	2M	18 32 35.20	-63 17 36.2	NGC6630         	 22.6	11.31	 63	 1824	 9	 	IRAS                              	NED
278.2165417	-55.2338333	2516	2M	18 32 51.97	-55 14 01.8	2MFGC14452      	 16.4	11.84	 64	14735	 4	 	                                  	NED
278.2981250	-56.7321667	2517	2M	18 33 11.55	-56 43 55.8	IC4719          	 31.3	10.65	 64	 3182	 8	2	Pec,IRAS                          	NED
278.3832917	 -0.0186667	2518	2M	18 33 31.99	-00 01 07.2	2MFGC14459      	 27.3	11.52	 72	     	 7	 	                                  	NED
278.4647917	-33.9151111	2519	2M	18 33 51.55	-33 54 54.4	2MFGC14468      	 19.9	11.93	 61	14189	 5	 	                                  	NED
278.4809167	 +4.9596944	2520	2M	18 33 55.42	+04 57 34.9	2MFGC14472      	 20.6	11.99	124	     	 5	 	                                  	NED
278.6250000	+30.7205278	2521	2M	18 34 30.00	+30 43 13.9	NGC6665         	 24.3	10.48	 67	 4943	 2	 	IRAS                              	NED
278.7093333	+70.5238611	2522	2M	18 34 50.24	+70 31 25.9	NGC6689         	 38.1	10.36	 88	  488	 6	 	Bar,KIG855,IRAS                   	NED
278.9997083	 +8.7110833	2523	2M	18 35 59.93	+08 42 39.9	PGC202651       	 15.0	11.05	 64	     	 1	 	                                  	NED
279.0543750	-40.7403056	2524	2M	18 36 13.05	-40 44 25.1	2MASX           	 16.0	11.16	 72	12128	-2	 	                                  	NED
279.1466667	+14.8610000	2525	2M	18 36 35.20	+14 51 39.6	PGC1468988      	 20.0	11.27	106	     	 2	 	                                  	NED
279.2134583	-22.9969722	2526	2M	18 36 51.23	-22 59 49.1	PGC166549       	 20.9	11.41	 68	     	 4	 	IRAS                              	NED
279.2298333	-43.7632778	2527	2M	18 36 55.16	-43 45 47.8	ESO281-015      	 21.8	10.44	 67	 6189	 0	 	                                  	NED
279.3407917	-26.8515278	2528	2M	18 37 21.79	-26 51 05.5	2MASX           	 24.4	10.88	102	     	 3	 	                                  	NED
279.3590000	+26.4171667	2529	2M	18 37 26.16	+26 25 01.8	NGC6671         	 36.3	 9.32	 88	 3208	 2	 	IRAS                              	NED
279.6411667	+25.3750833	2530	2M	18 38 33.88	+25 22 30.3	NGC6674         	 42.1	 9.17	 86	 3429	 3	 	Bar,ring,IRAS                     	NED
279.7004167	-20.6813889	2531	2M	18 38 48.10	-20 40 53.0	PGC2801970      	 22.2	10.48	133	     	 2	 	                                  	NED
279.8010833	+55.6418056	2532	2M	18 39 12.26	+55 38 30.5	NGC6691         	 32.5	10.32	 60	 5882	 4	1	Bar,IRAS                          	NED
279.8564583	-75.4809722	2533	2M	18 39 25.55	-75 28 51.5	ESO045-010      	 15.1	11.54	 74	10360	 4	 	Bar,IRAS                          	NED
280.0080833	-22.9089444	2534	2M	18 40 01.94	-22 54 32.2	2MFGC14523      	 25.0	11.52	 97	     	 5	 	                                  	NED
280.0498333	+15.5033611	2535	2M	18 40 11.96	+15 30 12.1	PGC1486363      	 15.8	11.86	 89	     	 7	 	                                  	NED
280.0884167	-43.6636111	2536	2M	18 40 21.22	-43 39 49.0	2MASX           	 15.7	11.58	 82	 4970	 1	 	                                  	NED
280.2892917	-17.2303056	2537	2M	18 41 09.43	-17 13 49.1	PGC202743       	 22.6	10.96	 97	     	-2	 	                                  	NED
280.4885417	+50.2356111	2538	2M	18 41 57.25	+50 14 08.2	UGC11335        	 27.4	11.06	 79	 6578	 4	 	                                  	NED
280.5212500	+20.1414444	2539	2M	18 42 05.10	+20 08 29.2	CGCG114-026     	 28.1	10.34	 87	 4382	 0	1	                                  	NED
280.5508333	-42.3931389	2540	2M	18 42 12.20	-42 23 35.3	ESO336-010      	 22.9	11.13	 73	     	 3	 	                                  	NED
280.7119167	+39.5490556	2541	2M	18 42 50.86	+39 32 56.6	UGC11341        	 26.1	11.50	 61	 5828	 6	1	                                  	NED
280.7162917	-26.2498889	2542	2M	18 42 51.91	-26 14 59.6	PGC208131       	 19.3	11.09	153	     	 0	 	                                  	NED
280.7627500	+37.3996389	2543	2M	18 43 03.06	+37 23 58.7	MCG+06-41-020   	 17.9	11.09	 71	     	 2	 	IRAS                              	NED
280.7978750	+18.7275833	2544	2M	18 43 11.49	+18 43 39.3	UGC11337        	 40.0	 9.36	 97	 4253	 1	 	Bar                               	NED
280.8017500	+60.6533611	2545	2M	18 43 12.42	+60 39 12.1	NGC6701         	 36.5	 9.37	 67	 4011	 1	 	Bar,ring,IRAS                     	NED
281.1305833	+12.3643889	2546	2M	18 44 31.34	+12 21 51.8	PGC166556       	 27.3	10.45	 96	 4649	 1	 	IRAS                              	NED
281.1596667	-73.2634722	2547	2M	18 44 38.32	-73 15 48.5	NGC6653         	 41.4	 9.10	 87	 5173	-2	1	                                  	NED
281.2528750	-27.5148056	2548	2M	18 45 00.69	-27 30 53.3	PGC208315       	 19.1	10.58	 79	 7971	 0	 	                                  	NED
281.3485000	 +5.8190278	2549	2M	18 45 23.64	+05 49 08.5	2MASX           	 24.6	10.44	 88	     	 1	 	                                  	NED
281.3718750	-39.1814444	2550	2M	18 45 29.25	-39 10 53.2	ESO336-013      	 31.3	10.17	 63	 4904	 3	 	IRAS                              	NED
281.3785417	 +5.0284722	2551	2M	18 45 30.85	+05 01 42.5	2MFGC14572      	 19.7	11.50	 65	     	 4	 	                                  	NED
281.3842083	+59.9811389	2552	2M	18 45 32.21	+59 58 52.1	CGCG301-037     	 20.8	11.07	 67	 4047	 4	 	                                  	NED
281.5670833	 +5.3095833	2553	2M	18 46 16.10	+05 18 34.5	2MASX           	 18.7	11.79	 62	     	 3	 	                                  	NED
281.7065417	-26.8915833	2554	2M	18 46 49.57	-26 53 29.7	PGC208440       	 17.4	11.01	108	 7984	 0	 	                                  	NED
281.8053750	-48.3573611	2555	2M	18 47 13.29	-48 21 26.5	ESO230-012      	 24.5	10.70	 70	 5387	 3	1	IRAS                              	NED
281.8618750	-23.5278889	2556	2M	18 47 26.85	-23 31 40.4	PGC208511       	 31.2	11.44	 77	     	-2	 	                                  	NED
282.0976250	-28.7363889	2557	2M	18 48 23.43	-28 44 11.0	ESO458-007      	 22.3	11.73	 66	 9629	 4	 	                                  	NED
282.1687917	-34.9365278	2558	2M	18 48 40.51	-34 56 11.5	ESO396-G003     	 17.4	11.25	108	 5791	 2	 	                                  	NED
282.1957083	 +4.0300833	2559	2M	18 48 46.97	+04 01 48.3	2MASX           	 18.7	10.84	167	     	-2	 	                                  	NED
282.2535000	+47.6581389	2560	2M	18 49 00.84	+47 39 29.3	NGC6711         	 31.1	10.37	 70	 4668	 4	 	Bar,KIG862,IRAS                   	NED
282.3006250	-26.8888056	2561	2M	18 49 12.15	-26 53 19.7	2MFGC14599      	 16.5	11.87	 81	 7774	 4	 	                                  	NED
282.4241250	-20.9794722	2562	2M	18 49 41.79	-20 58 46.1	2MFGC14602      	 57.9	10.91	 64	     	 5	 	                                  	NED
282.4709583	-17.2129722	2563	2M	18 49 53.03	-17 12 46.7	PGC202915       	 17.9	11.30	132	     	 4	 	                                  	NED
282.6361667	+16.3624722	2564	2M	18 50 32.68	+16 21 44.9	2MFGC14610      	 28.2	11.45	129	 4772	 5	 	                                  	NED
282.6860417	+84.5827778	2565	2M	18 50 44.65	+84 34 58.0	UGC11390        	 30.5	11.49	123	 4829	 5	1	IRAS                              	NED
282.8283750	+10.4586389	2566	2M	18 51 18.81	+10 27 31.1	PGC1379818      	 17.7	11.67	 83	     	 6	 	                                  	NED
282.8663333	+58.0827778	2567	2M	18 51 27.92	+58 04 58.0	UGC11373        	 25.0	10.94	 78	 8706	 3	 	IRAS                              	NED
282.9066250	 -8.9915833	2568	2M	18 51 37.59	-08 59 29.7	PGC202944       	 19.9	10.79	162	     	-2	 	                                  	NED
282.9071667	+23.6346667	2569	2M	18 51 37.72	+23 38 04.8	UGC11369        	 38.6	10.21	 70	 4576	 2	 	Bar,IRAS                          	NED
282.9978333	+11.8760278	2570	2M	18 51 59.48	+11 52 33.7	PGC86291        	 44.0	 8.97	112	 2603	 3	 	IRAS                              	NED
283.0995833	+28.7919444	2571	2M	18 52 23.90	+28 47 31.0	CGCG173-028     	 25.1	10.80	 61	 7850	 1	 	                                  	NED
283.2300833	-59.2554444	2572	2M	18 52 55.22	-59 15 19.6	IC4785          	 53.1	 9.19	 68	 3639	 3	 	Bar,IRAS                          	NED
283.3963750	-40.0180278	2573	2M	18 53 35.13	-40 01 04.9	ESO336-020      	 22.1	11.33	 75	 7994	 3	 	IRAS                              	NED
283.4020417	+66.2320833	2574	2M	18 53 36.49	+66 13 55.5	CGCG323-004     	 15.3	11.70	 74	11354	 4	 	KIG864,IRAS                       	NED
283.5976250	+24.6521389	2575	2M	18 54 23.43	+24 39 07.7	UGC11375        	 25.1	11.61	 60	 4318	 5	 	                                  	NED
283.7507917	-22.4568056	2576	2M	18 55 00.19	-22 27 24.5	PGC166567       	 18.0	10.92	113	     	-2	 	IRAS                              	NED
283.7952500	+39.9662778	2577	2M	18 55 10.86	+39 57 58.6	CGCG229-006     	 16.0	11.59	 64	 7004	 0	 	                                  	NED
283.8350833	-11.7752500	2578	2M	18 55 20.42	-11 46 30.9	PGC203056       	 16.4	11.33	 79	     	 3	 	                                  	NED
283.8897917	-19.4361111	2579	2M	18 55 33.55	-19 26 10.0	PGC203057       	 15.8	11.31	 61	     	 0	 	                                  	NED
284.0527917	-21.1575278	2580	2M	18 56 12.67	-21 09 27.1	PGC203071       	 17.2	11.63	 65	     	 6	 	                                  	NED
284.0824167	-40.9774722	2581	2M	18 56 19.78	-40 58 38.9	ESO337-002      	 36.1	 9.43	101	 4896	 0	 	                                  	NED
284.2337917	 -6.2262778	2582	2M	18 56 56.11	-06 13 34.6	PGC203095       	 21.1	10.21	220	     	 0	 	                                  	NED
284.2357083	+17.9620278	2583	2M	18 56 56.57	+17 57 43.3	PGC1546412      	 25.9	11.33	 65	     	 5	 	                                  	NED
284.6511250	+11.6270833	2584	2M	18 58 36.27	+11 37 37.5	PGC2814120      	 18.3	10.77	134	     	 0	 	IRAS                              	NED
284.8337917	+64.6090000	2585	2M	18 59 20.11	+64 36 32.4	CGCG323-006     	 23.0	11.25	 73	     	 3	1	Bar                               	NED
284.9132917	-41.7628333	2586	2M	18 59 39.19	-41 45 46.2	ESO337-006      	 28.8	10.61	 71	 5773	 4	1	Bar,IRAS                          	NED
285.0658333	-14.2051389	2587	2M	19 00 15.80	-14 12 18.5	PGC203164       	 18.5	11.33	127	     	 1	 	                                  	NED
285.2816250	-45.3136667	2588	2M	19 01 07.59	-45 18 49.2	IC4808          	 45.2	 9.61	 79	 5088	 5	 	IRAS                              	NED
285.4018750	+24.9472500	2589	2M	19 01 36.45	+24 56 50.1	PGC1720921      	 16.8	11.89	101	     	 6	1	                                  	NED
285.9548333	+33.8446389	2590	2M	19 03 49.16	+33 50 40.7	UGC11397        	 32.5	10.24	 96	 4524	 2	 	Bar,IRAS                          	NED
285.9877083	-21.3696944	2591	2M	19 03 57.05	-21 22 10.9	2MASX           	 15.8	11.54	 68	 7068	 3	 	                                  	NED
286.1981250	+52.4725833	2592	2M	19 04 47.55	+52 28 21.3	MCG+09-31-017   	 23.9	11.34	 72	     	 2	 	                                  	NED
286.2452500	-58.5792778	2593	2M	19 04 58.86	-58 34 45.4	IC4814          	 22.4	11.08	 76	 4392	 4	1	Pec,IRAS                          	NED
286.2639583	+55.7151111	2594	2M	19 05 03.35	+55 42 54.4	NGC6757         	 60.9	10.13	 80	 2380	 1	 	Bar,ring                          	NED
286.5127500	-55.1367778	2595	2M	19 06 03.06	-55 08 12.4	IC4818          	 30.2	11.07	 61	 4728	 3	2	                                  	NED
286.5365417	-48.8408611	2596	2M	19 06 08.77	-48 50 27.1	2MASX           	 19.4	11.48	 93	14583	 1	2	Bar,ring                          	NED
286.5758333	+12.9387500	2597	2M	19 06 18.20	+12 56 19.5	2MFGC14737      	 36.4	10.27	112	 2730	 4	 	                                  	NED
286.5778333	-19.9457500	2598	2M	19 06 18.68	-19 56 44.7	ESO592-010      	 30.2	10.24	 63	 5777	 2	 	Bar,ring,IRAS                     	NED
286.6429583	 -5.1535833	2599	2M	19 06 34.31	-05 09 12.9	2MFGC14739      	 36.2	11.07	124	     	 5	 	                                  	NED
286.7657500	+29.0063889	2600	2M	19 07 03.78	+29 00 23.0	UGC11404        	 43.7	 8.94	102	 3909	 3	 	IRAS                              	NED
287.5287917	+40.0075000	2601	2M	19 10 06.91	+40 00 27.0	CGCG229-026     	 15.6	11.84	 71	 8269	 3	 	                                  	NED
287.5441250	+60.1256111	2602	2M	19 10 10.59	+60 07 32.2	UGC11411A       	 34.4	11.25	104	 7439	 5	 	IRAS                              	NED
287.5485833	-48.0969167	2603	2M	19 10 11.66	-48 05 48.9	PGC62846        	 17.1	11.27	 69	 5448	 1	2	                                  	NED
287.6311250	+44.3103889	2604	2M	19 10 31.47	+44 18 37.4	CGCG229-029     	 23.3	11.03	 89	 9708	 1	 	                                  	NED
287.6562500	+37.6552500	2605	2M	19 10 37.50	+37 39 18.9	UGC11409        	 20.3	11.25	 99	     	 3	 	                                  	NED
287.7772083	+38.9504444	2606	2M	19 11 06.53	+38 57 01.6	PGC2140302      	 19.5	10.81	105	     	 1	 	Bar,ring                          	NED
287.8132500	+47.7327222	2607	2M	19 11 15.18	+47 43 57.8	PGC2303402      	 17.5	11.31	 70	     	 0	 	                                  	NED
287.8648333	+21.2039444	2608	2M	19 11 27.56	+21 12 14.2	2MASX           	 20.8	11.54	 72	     	 7	 	                                  	NED
287.8764583	-80.3067500	2609	2M	19 11 30.35	-80 18 24.3	2MASX           	 18.6	10.41	 71	 2792	-2	 	                                  	NED
287.8981250	+23.8673056	2610	2M	19 11 35.55	+23 52 02.3	PGC1695163      	 19.2	10.88	 93	     	 1	 	                                  	NED
288.0367083	-32.1265000	2611	2M	19 12 08.81	-32 07 35.4	ESO459-006      	 40.2	10.15	 81	 5746	 3	 	Bar,IRAS                          	NED
288.1796250	 -3.9357500	2612	2M	19 12 43.11	-03 56 08.7	PGC203675       	 26.6	10.50	 92	 5755	 7	 	                                  	NED
288.1957917	 +2.9348889	2613	2M	19 12 46.99	+02 56 05.6	2MASX           	 26.0	10.79	107	 6541	 6	 	                                  	NED
288.4575417	-14.8774722	2614	2M	19 13 49.81	-14 52 38.9	PGC203700       	 16.9	11.49	 74	 7783	 8	 	                                  	NED
288.4677500	+16.9244167	2615	2M	19 13 52.26	+16 55 27.9	2MFGC14811      	 54.0	10.11	 63	 6263	 3	 	                                  	NED
288.6192500	-19.6027778	2616	2M	19 14 28.62	-19 36 10.0	PGC185588       	 15.8	11.07	 73	10478	 0	 	                                  	NED
288.7525417	+47.8772778	2617	2M	19 15 00.61	+47 52 38.2	PGC2306063      	 15.6	11.86	 63	     	 5	 	                                  	NED
288.8125000	 +4.5805833	2618	2M	19 15 15.00	+04 34 50.1	2MASX           	 16.2	11.24	 92	     	 0	 	                                  	NED
288.8372083	+22.9164722	2619	2M	19 15 20.93	+22 54 59.3	2MFGC14827      	 28.3	11.39	122	     	 6	 	                                  	NED
288.9060833	-47.8864167	2620	2M	19 15 37.46	-47 53 11.1	ESO231-029      	 30.5	11.74	 70	 4934	 6	 	                                  	NED
288.9425000	+43.4406667	2621	2M	19 15 46.20	+43 26 26.4	UGC11422        	 29.5	11.64	 64	 4659	 6	 	IRAS                              	NED
289.0372917	-32.6173889	2622	2M	19 16 08.95	-32 37 02.6	ESO397-009      	 24.0	11.49	 67	15373	 4	 	                                  	NED
289.0384167	 -0.7858333	2623	2M	19 16 09.22	-00 47 09.0	2MFGC14839      	 26.4	10.96	 65	     	 3	 	Bar                               	NED
289.3365833	 +2.7168889	2624	2M	19 17 20.78	+02 43 00.8	2MFGC14857      	 39.0	10.29	104	 6537	 5	 	IRAS                              	NED
289.4070417	 +4.4402222	2625	2M	19 17 37.69	+04 26 24.8	PGC86293        	 23.9	10.61	106	 6334	 3	 	IRAS                              	NED
289.4118750	+50.6561944	2626	2M	19 17 38.85	+50 39 22.3	CGCG256-015     	 22.1	10.89	 70	 8019	 1	1	                                  	NED
289.4390000	 +1.6721667	2627	2M	19 17 45.36	+01 40 19.8	PGC203821       	 28.4	10.29	 61	     	 2	 	                                  	NED
289.5005000	 -5.3195000	2628	2M	19 18 00.12	-05 19 10.2	PGC203822       	 16.4	11.29	 63	     	-2	 	                                  	NED
289.5598333	+36.3949444	2629	2M	19 18 14.36	+36 23 41.8	CGCG202-006     	 30.3	10.34	148	 6085	 0	1	                                  	NED
289.5608750	+54.0054167	2630	2M	19 18 14.61	+54 00 19.5	PGC2457042      	 17.5	11.94	 70	     	 6	 	                                  	NED
289.9772500	-35.9416667	2631	2M	19 19 54.54	-35 56 30.0	PGC642708       	 15.0	11.61	 69	15185	 0	 	Pec                               	NED
290.0625000	 +0.2557778	2632	2M	19 20 15.00	+00 15 20.8	PGC203900       	 18.1	11.55	123	     	 2	 	                                  	NED
290.1250417	 -1.0128056	2633	2M	19 20 30.01	-01 00 46.1	PGC203909       	 16.0	11.68	 99	     	 5	 	                                  	NED
290.1262917	+54.2113611	2634	2M	19 20 30.31	+54 12 40.9	CGCG280-024     	 18.1	11.37	 65	13362	 4	 	Bar,ring,KIG871                   	NED
290.1325000	 +8.6068333	2635	2M	19 20 31.80	+08 36 24.6	2MFGC14885      	 19.0	11.44	107	     	 2	 	                                  	NED
290.2466250	-15.9537222	2636	2M	19 20 59.19	-15 57 13.4	2MASX           	 22.2	11.38	 66	 8937	 4	 	                                  	NED
290.3982083	-17.1541667	2637	2M	19 21 35.57	-17 09 15.0	MCG-03-49-002   	 24.3	11.67	107	 8972	 5	 	Bar,IRAS                          	NED
290.5073333	 -4.2005556	2638	2M	19 22 01.76	-04 12 02.0	PGC203970       	 24.3	11.29	 92	     	 0	 	                                  	NED
290.6548333	 +2.5117778	2639	2M	19 22 37.16	+02 30 42.4	PGC203997       	 24.9	10.60	 75	     	 3	 	                                  	NED
290.6910833	-27.6962222	2640	2M	19 22 45.86	-27 41 46.4	PGC751161       	 17.8	11.75	 84	     	 5	 	                                  	NED
290.6949167	-51.0023889	2641	2M	19 22 46.78	-51 00 08.6	ESO232-004      	 15.9	11.00	 69	 4953	 2	 	                                  	NED
290.7858333	-17.7235556	2642	2M	19 23 08.60	-17 43 24.8	ESO593-013      	 16.5	11.92	101	12208	 3	 	                                  	NED
290.8332500	+70.3559167	2643	2M	19 23 19.98	+70 21 21.3	UGC11436        	 26.4	10.81	 68	11574	 2	1	Bar,ring                          	NED
290.9207917	-68.2776667	2644	2M	19 23 40.99	-68 16 39.6	PGC89046        	 20.6	10.58	 71	 4968	 2	3	IRAS                              	NED
290.9336667	-47.9065833	2645	2M	19 23 44.08	-47 54 23.7	ESO232-005      	 16.6	11.89	 94	 5511	 6	 	                                  	NED
290.9622917	+55.9876389	2646	2M	19 23 50.95	+55 59 15.5	UGC11435        	 61.0	10.49	146	 3744	 6	 	IRAS                              	NED
290.9807500	-17.3381667	2647	2M	19 23 55.38	-17 20 17.4	2MASX           	 15.1	11.98	 87	12181	 5	 	                                  	NED
291.0097083	-20.7559444	2648	2M	19 24 02.33	-20 45 21.4	ESO593-014      	 26.4	10.48	 68	12152	 0	 	                                  	NED
291.0132917	+53.6247500	2649	2M	19 24 03.19	+53 37 29.1	NGC6798         	 43.6	 9.52	102	 2390	 0	 	                                  	NED
291.1706250	 +2.4206111	2650	2M	19 24 40.95	+02 25 14.2	PGC204084       	 25.2	10.53	 76	     	-2	 	                                  	NED
291.2195417	-50.6824722	2651	2M	19 24 52.69	-50 40 56.9	PGC464038       	 18.3	11.59	 63	11642	 4	 	                                  	NED
291.2293333	+77.2781944	2652	2M	19 24 55.04	+77 16 41.5	CGCG357-004     	 18.2	11.65	 69	15718	 3	 	KIG873                            	NED
291.5595417	-56.4585000	2653	2M	19 26 14.29	-56 27 30.6	ESO184-066      	 30.9	11.36	 81	 3456	 5	 	Bar                               	NED
291.7408333	-23.1263889	2654	2M	19 26 57.80	-23 07 35.0	ESO525-007      	 22.1	10.97	 96	 5819	 1	 	                                  	NED
291.9770417	-28.4088889	2655	2M	19 27 54.49	-28 24 32.0	2MASX           	 15.8	11.50	 76	 7475	 4	 	                                  	NED
291.9956667	+34.7556944	2656	2M	19 27 58.96	+34 45 20.5	PGC140851       	 19.2	11.22	 96	 6532	 0	 	IRAS                              	NED
291.9993750	+33.9304167	2657	2M	19 27 59.85	+33 55 49.5	2MASX           	 16.7	11.59	 86	     	 4	 	                                  	NED
292.0589583	-62.1013056	2658	2M	19 28 14.15	-62 06 04.7	ESO142-009      	 22.8	11.16	 67	 4449	 2	1	                                  	NED
292.0790417	-32.8173333	2659	2M	19 28 18.97	-32 49 02.4	PGC3908099      	 15.6	11.60	 82	12461	 8	 	Pec                               	NED
292.1173750	+19.5081389	2660	2M	19 28 28.17	+19 30 29.3	2MASX           	 29.8	 9.88	 62	     	 0	 	                                  	NED
292.1628750	 -5.6494167	2661	2M	19 28 39.09	-05 38 57.9	PGC204214       	 15.9	11.10	 72	 9276	 0	 	                                  	NED
292.2013750	-82.6890000	2662	2M	19 28 48.33	-82 41 20.4	ESO010-005      	 20.7	10.90	 73	 5350	 4	1	Bar,ring,IRAS                     	NED
292.3207917	+50.4338056	2663	2M	19 29 16.99	+50 26 01.7	UGC11447        	 21.8	11.92	 64	10767	 5	 	                                  	NED
292.4542500	-25.0475556	2664	2M	19 29 49.02	-25 02 51.2	ESO525-011      	 17.2	11.36	 86	12628	 5	 	Bar,ring                          	NED
292.8448333	+37.0392500	2665	2M	19 31 22.76	+37 02 21.3	MCG+06-43-003   	 22.2	10.78	 61	     	 1	 	                                  	NED
292.8647083	+32.3710556	2666	2M	19 31 27.53	+32 22 15.8	PGC2815449      	 15.8	11.91	 65	     	 8	 	                                  	NED
