#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-07T09:37:44 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-07T09:37:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/649/A18/tableh1&-order=I&-out=Galaxy&-out=logMdust&-out=e_logMdust&-out=logUav&-out=e_logUav&-out=logqAF&-out=e_logqAF&-out=logMgas&-out=e_logMgas&-out=logfmol&-out=e_logfmol&-out=logMstar&-out=e_logMstar&-out=logsSFR&-out=e_logsSFR&-out=logOovHp12&-out=e_logOovHp12&-out=SimbadName&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36490018
#Name: J/A+A/649/A18
#Title: Nearby galaxy perspective on dust evolution (Galliano+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	creator=Galliano F.	    First author or institution
#INFO	cites=bibcode:2021A&A...649A..18G	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/649/A18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36490018	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-01-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_649_A18_tableh1:
#Name: J/A+A/649/A18/tableh1
#Title: SED fitting results
#Column	Galaxy	(a15)	Galaxy name according to the DustPedia catalog (1)	[ucd=meta.id;meta.main]
#Column	logMdust	(E11.4)	Decimal logarithm of the dust mass	[ucd=phys.mass]
#Column	e_logMdust	(E11.4)	Uncertainty on logMdust	[ucd=stat.error]
#Column	logUav	(E11.4)	Decimal logarithm of the average starlight intensity, U, in 2.2E-5W/m2	[ucd=phot.mag;em.opt.U]
#Column	e_logUav	(E11.4)	Uncertainty on logUav	[ucd=stat.error]
#Column	logqAF	(E11.4)	Decimal logarithm of the mass fraction of small a-C(:H) grains	[ucd=phys.mass]
#Column	e_logqAF	(E11.4)	Uncertainty on logqAF	[ucd=stat.error]
#Column	logMgas	(E11.4)	? Decimal logarithm of the gas mass	[ucd=phys.mass]
#Column	e_logMgas	(E11.4)	? Uncertainty on logMgas	[ucd=stat.error]
#Column	logfmol	(E11.4)	? Decimal logarithm of the mass fraction of molecular gas	[ucd=phys.mass]
#Column	e_logfmol	(E11.4)	? Uncertainty on logfmol	[ucd=stat.error]
#Column	logMstar	(E11.4)	? Decimal logarithm of the stellar mass	[ucd=phys.mass]
#Column	e_logMstar	(E11.4)	? Uncertainty on logMstar	[ucd=stat.error]
#Column	logsSFR	(E11.4)	? Decimal logarithm of the specific star formation rate	[ucd=phys.SFR]
#Column	e_logsSFR	(E11.4)	? Uncertainty on logsSFR	[ucd=stat.error]
#Column	logOovHp12	(E11.4)	? Metallicity expressed as 12+log(O/H)	[ucd=phys.abund]
#Column	e_logOovHp12	(E11.4)	? Uncertainty on 12+log(O/H)	[ucd=stat.error]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Galaxy	logMdust	e_logMdust	logUav	e_logUav	logqAF	e_logqAF	logMgas	e_logMgas	logfmol	e_logfmol	logMstar	e_logMstar	logsSFR	e_logsSFR	logOovHp12	e_logOovHp12	SimbadName	_RA	_DE
NGC5582        	 6.4785e+00	 2.9883e-01	-4.9285e-02	 2.6598e-01	-8.2651e-01	 1.3517e-01	           	           	           	           	 1.0658e+01	 6.7128e-02	           	           	           	           	NGC5582                 	215.17963	+39.69359
NGC5574        	 5.5411e+00	 3.0308e-01	 1.8314e-01	 3.5241e-01	-8.1879e-01	 1.5262e-01	           	           	           	           	 1.0067e+01	 2.1664e-02	-1.2881e+01	 2.6284e-01	           	           	NGC5574                 	215.23320	+03.23800
NGC5577        	 7.0481e+00	 6.4107e-02	-1.7661e-01	 6.1159e-02	-8.6008e-01	 3.9521e-02	 9.1748e+00	 4.0122e-02	-1.0297e+00	 3.2620e-01	 9.6580e+00	 7.5626e-02	-1.0324e+01	 1.2442e-01	 8.4588e+00	 2.7643e-02	NGC5577                 	215.30462	+03.43577
NGC5584        	 7.6120e+00	 5.0972e-02	 6.1838e-02	 4.9308e-02	-9.9729e-01	 3.1839e-02	 9.9433e+00	 4.5434e-02	-8.3918e-01	 1.6709e-01	 1.0048e+01	 6.6545e-02	-9.7046e+00	 7.4396e-02	 8.3642e+00	 4.0264e-03	NGC5584                 	215.59921	-00.38745
UGC09242       	 6.2914e+00	 1.3692e-01	 1.8762e-01	 1.2936e-01	-1.1819e+00	 9.3077e-02	           	           	           	           	 9.1567e+00	 5.6286e-02	-9.7680e+00	 6.6142e-02	 8.1909e+00	 5.1051e-02	UGC09242                	216.33813	+39.53931
UGC09299       	 6.7612e+00	 1.8242e-01	-4.4403e-02	 1.7353e-01	-1.2305e+00	 1.2642e-01	 1.0095e+01	 7.7304e-04	           	           	 9.1822e+00	 1.3186e-01	-9.4778e+00	 1.3618e-01	 8.1859e+00	 1.7711e-02	UGC09299                	217.39414	-00.01824
NGC5636        	 6.7259e+00	 1.0391e-01	-7.3682e-02	 1.2046e-01	-8.8878e-01	 6.0515e-02	           	           	           	           	 9.9294e+00	 5.4506e-02	-1.1336e+01	 2.5913e-01	 8.4850e+00	 5.1473e-02	NGC5636                 	217.41255	+03.26630
UGC09310       	 6.7093e+00	 1.7495e-01	-2.2096e-01	 2.0147e-01	-9.3121e-01	 1.0796e-01	 9.3250e+00	 6.2509e-03	           	           	 9.6196e+00	 1.0244e-01	-1.0442e+01	 1.3077e-01	           	           	UGC09310                	217.50471	+03.22008
NGC5667        	 7.0130e+00	 4.6712e-02	 4.7169e-01	 4.6988e-02	-1.1323e+00	 2.4482e-02	 9.6618e+00	 4.3289e-02	           	           	 9.6610e+00	 7.7824e-02	-9.4790e+00	 8.6080e-02	 8.2829e+00	 2.8529e-02	NGC5667                 	217.59537	+59.46968
NGC5645        	 6.6027e+00	 5.7476e-02	 3.6133e-01	 5.4648e-02	-1.2182e+00	 4.9076e-02	 9.1818e+00	 2.4887e-02	           	           	 9.3223e+00	 5.0089e-02	-9.8196e+00	 8.7911e-02	 8.2750e+00	 4.9408e-02	NGC5645                 	217.66400	+07.27509
NGC5669        	 6.9334e+00	 5.9784e-02	 6.8832e-02	 5.7226e-02	-1.0807e+00	 5.8267e-02	 9.4302e+00	 6.8100e-03	-1.4056e+00	 2.3387e-01	 9.3378e+00	 7.6605e-02	-9.5505e+00	 8.4256e-02	 8.3365e+00	 4.3293e-02	NGC5669                 	218.18115	+09.89041
NGC5668        	 7.5693e+00	 7.7430e-02	 1.0491e-01	 7.3866e-02	-9.9054e-01	 3.7177e-02	 9.9727e+00	 5.4286e-03	-1.4187e+00	 2.9852e-01	 9.9118e+00	 8.1175e-02	-9.4857e+00	 8.5457e-02	 8.3743e+00	 3.1358e-02	NGC5668                 	218.35143	+04.45045
NGC5689        	 6.7948e+00	 1.5037e-01	 3.2028e-01	 1.4181e-01	-9.0093e-01	 7.1439e-02	 1.0108e+01	 1.9235e-01	           	           	 1.1036e+01	 4.3194e-02	-1.1955e+01	 4.2120e-01	           	           	NGC5689                 	218.87362	+48.74149
UGC09392       	 5.2589e+00	 4.9102e-01	-6.3624e-02	 3.8455e-01	-1.2838e+00	 1.7997e-01	 8.5963e+00	 2.2563e-02	           	           	 8.6617e+00	 8.4425e-02	-1.0273e+01	 1.0392e-01	 8.0427e+00	 9.5115e-02	UGC09392                	218.95171	+03.03928
NGC5693        	 7.0700e+00	 1.8761e-01	 1.4286e-01	 1.6804e-01	-9.5768e-01	 4.4314e-02	           	           	           	           	 9.7564e+00	 8.0980e-02	-9.9982e+00	 1.1320e-01	 8.4151e+00	 5.2016e-02	NGC5693                 	219.04646	+48.58453
UGC09426       	 6.0083e+00	 4.2859e-01	-5.1562e-02	 3.8765e-01	-1.0528e+00	 1.6479e-01	           	           	           	           	 8.9035e+00	 1.4071e-01	-9.9292e+00	 1.6156e-01	           	           	UGC09426                	219.37139	+48.62374
NGC5690        	 7.2789e+00	 1.8821e-02	 4.6532e-01	 1.7341e-02	-9.5065e-01	 1.0149e-02	 1.0069e+01	 1.2388e-01	-4.9913e-01	 1.8583e-01	 9.9010e+00	 8.5359e-02	-9.7941e+00	 1.2874e-01	 8.4262e+00	 4.7070e-02	NGC5690                 	219.42109	+02.29086
NGC5691        	 6.9051e+00	 3.7317e-02	 8.4587e-01	 3.8488e-02	-1.0474e+00	 9.3000e-03	 9.5423e+00	 1.4482e-01	-7.0323e-01	 2.3522e-01	 9.9308e+00	 7.9822e-02	-9.5816e+00	 8.7113e-02	 8.3933e+00	 3.2159e-02	NGC5691                 	219.47225	-00.39887
NGC5701        	 7.4858e+00	 9.2142e-02	-4.1139e-01	 9.7855e-02	-7.7442e-01	 4.7349e-02	 1.0217e+01	 1.4946e-02	           	           	 1.0892e+01	 3.5607e-02	-1.1347e+01	 1.2680e-01	 8.5439e+00	 8.1884e-02	NGC5701                 	219.79615	+05.36347
NGC5705        	 7.0750e+00	 1.0220e-01	-2.9449e-01	 1.1669e-01	-1.0908e+00	 5.1028e-02	 9.5380e+00	 6.3406e-02	           	           	 9.3720e+00	 5.2888e-02	-9.7749e+00	 6.2034e-02	 8.2650e+00	 3.6719e-02	NGC5705                 	219.95705	-00.71838
NGC5713        	 6.9470e+00	 1.0911e-02	 8.8208e-01	 1.0369e-02	-1.0177e+00	 6.7637e-03	 9.5661e+00	 4.6563e-02	-7.3118e-01	 1.4322e-01	 9.6907e+00	 8.4190e-02	-9.3980e+00	 9.1455e-02	 8.5060e+00	 3.0860e-02	NGC5713                 	220.04803	-00.28921
NGC5719        	 7.3980e+00	 1.7499e-02	 6.2616e-01	 2.0911e-02	-1.0536e+00	 1.6205e-02	 1.0346e+01	 8.7443e-02	-3.2590e-01	 1.4704e-01	 1.0609e+01	 7.0529e-02	-1.0539e+01	 1.7610e-01	           	           	NGC5719                 	220.23497	-00.31819
UGC09470       	 6.3857e+00	 1.5564e-01	 1.6891e-01	 1.6342e-01	-1.2862e+00	 1.0041e-01	 9.1831e+00	 8.6689e-03	           	           	 9.1393e+00	 9.0834e-02	-9.7152e+00	 1.0337e-01	 8.1283e+00	 3.0122e-02	UGC09470                	220.45278	+00.68697
NGC5728        	 7.2919e+00	 1.9989e-02	 7.3556e-01	 1.4366e-02	-1.0962e+00	 2.6677e-02	           	           	           	           	 1.0696e+01	 8.6990e-02	-1.0499e+01	 1.4592e-01	 8.6400e+00	 3.3722e-02	NGC5728                 	220.59970	-17.25317
UGC09482       	 6.3073e+00	 3.2373e-01	 4.5542e-03	 3.2745e-01	-1.2309e+00	 1.5067e-01	 9.4610e+00	 7.4328e-03	           	           	 9.0622e+00	 1.1377e-01	-1.0067e+01	 1.4886e-01	 8.1264e+00	 3.8196e-02	UGC09482                	220.69559	+00.66173
NGC5740        	 7.3177e+00	 6.8781e-02	 4.1601e-01	 5.8217e-02	-9.3629e-01	 2.3527e-02	 9.9053e+00	 2.2710e-03	-2.0816e+00	 1.7257e-01	 1.0409e+01	 6.0767e-02	-1.0166e+01	 8.5645e-02	 8.5545e+00	 2.3076e-02	NGC5740                 	221.10176	+01.67969
NGC5746        	 7.9870e+00	 2.4748e-02	-7.5302e-02	 3.4487e-02	-8.7855e-01	 1.8063e-02	 1.0589e+01	 1.0613e-01	           	           	 1.1439e+01	 5.1470e-02	           	           	 8.6182e+00	 9.5535e-03	NGC5746                 	221.23335	+01.95474
NGC5750        	 7.0156e+00	 5.6570e-02	 2.2369e-01	 5.8201e-02	-9.3144e-01	 5.2623e-02	 9.6988e+00	 1.9507e-01	           	           	 1.0747e+01	 5.6155e-02	-1.1505e+01	 2.4564e-01	 8.5904e+00	 2.1931e-02	NGC5750                 	221.54636	-00.22292
NGC5777        	 7.5087e+00	 4.3221e-02	 3.9319e-01	 4.3311e-02	-1.0073e+00	 1.7341e-02	 1.0068e+01	 3.5433e-02	           	           	 1.0655e+01	 6.9903e-02	-1.0488e+01	 1.0951e-01	           	           	NGC5777                 	222.82416	+58.97781
NGC5866        	 6.7175e+00	 1.1187e-02	 6.6660e-01	 1.0122e-02	-1.1458e+00	 4.4390e-02	           	           	           	           	 1.0809e+01	 4.7749e-02	-1.1974e+01	 5.3748e-01	           	           	NGC5866                 	226.62317	+55.76331
NGC5850        	 7.3303e+00	 4.1527e-02	-9.7086e-02	 3.7299e-02	-7.2185e-01	 2.4962e-02	 9.7181e+00	 6.9919e-02	           	           	 1.0587e+01	 4.5081e-02	-1.0827e+01	 9.5970e-02	           	           	NGC5850                 	226.78198	+01.54428
NGC5899        	 7.9270e+00	 1.7680e-02	 3.5963e-01	 1.7565e-02	-9.4063e-01	 1.6250e-02	 1.0112e+01	 5.3539e-02	           	           	 1.0836e+01	 6.2998e-02	-1.0282e+01	 1.4139e-01	           	           	NGC5899                 	228.76355	+42.04985
NGC5907        	 7.9897e+00	 8.3661e-03	 1.4223e-01	 1.3566e-02	-9.0753e-01	 1.8293e-02	 1.0443e+01	 5.4063e-02	-1.0945e+00	 1.6339e-01	 1.0859e+01	 6.8798e-02	-1.0384e+01	 8.6943e-02	 8.4868e+00	 2.7173e-02	NGC5907                 	228.97370	+56.32885
NGC6143        	 7.6675e+00	 5.1875e-02	 4.3461e-01	 5.1811e-02	-9.1846e-01	 1.1692e-02	           	           	           	           	 1.0340e+01	 9.5448e-02	-9.6688e+00	 1.0750e-01	           	           	NGC6143                 	245.42615	+55.08613
NGC6221        	 7.2076e+00	 1.0267e-02	 7.9931e-01	 9.9083e-03	-1.0001e+00	 2.2362e-02	 9.9660e+00	 1.8004e-01	-7.3482e-01	 2.8067e-01	 1.0078e+01	 9.0741e-02	-9.6054e+00	 1.1801e-01	           	           	NGC6221                 	253.19304	-59.21694
NGC6300        	 7.1052e+00	 3.4327e-02	 6.9538e-01	 5.9123e-02	-1.0342e+00	 3.7765e-02	 9.4548e+00	 8.3226e-02	           	           	 1.0209e+01	 1.1163e-01	-9.4158e+00	 2.1815e-01	           	           	NGC6300                 	259.24780	-62.82055
UGC10854       	 6.4481e+00	 2.4539e-01	 9.8648e-02	 2.5577e-01	-1.2227e+00	 1.2998e-01	 9.5018e+00	 5.1445e-02	           	           	 9.2985e+00	 1.0654e-01	-9.8291e+00	 1.2715e-01	 8.1881e+00	 6.9435e-02	UGC10854                	261.19334	+58.20572
NGC6673        	 5.0701e+00	 3.0573e-01	 3.9600e-01	 4.1914e-01	-1.0526e+00	 1.6981e-01	 9.0258e+00	 2.1950e-01	           	           	 1.0059e+01	 1.2670e-01	           	           	           	           	NGC6673                 	281.27640	-62.29728
NGC6703        	 6.3104e+00	 4.5029e-01	-1.8295e-01	 4.0392e-01	-9.1415e-01	 1.7050e-01	 1.0148e+01	 2.3238e-01	           	           	 1.1087e+01	 6.2140e-02	           	           	           	           	NGC6703                 	281.82840	+45.55063
NGC6798        	 6.4995e+00	 3.3446e-01	 1.8467e-01	 3.2669e-01	-8.9475e-01	 1.5584e-01	           	           	           	           	 1.0685e+01	 7.4152e-02	-1.2043e+01	 3.7228e-01	           	           	NGC6798                 	291.01318	+53.62484
NGC6814        	 7.6765e+00	 3.4253e-02	 2.9977e-01	 3.1184e-02	-8.9280e-01	 2.8304e-02	 9.8976e+00	 4.0408e-02	-9.5162e-01	 1.5002e-01	 1.0785e+01	 7.8631e-02	-1.0357e+01	 1.1049e-01	           	           	NGC6814                 	295.66911	-10.32364
NGC6946        	 7.6818e+00	 1.8074e-02	 5.4541e-01	 1.8271e-02	-9.4879e-01	 7.1371e-03	 1.0232e+01	 8.2046e-02	-3.8081e-01	 1.4692e-01	 1.0344e+01	 8.9178e-02	-9.4980e+00	 9.5357e-02	 8.5483e+00	 5.3275e-02	NGC6946                 	308.71805	+60.15368
PGC065367      	 2.9723e+00	 4.7686e-01	 2.6054e-01	 5.0858e-01	-1.1140e+00	 2.5840e-01	 6.5971e+00	 4.7964e-02	           	           	 6.2007e+00	 9.2780e-02	-1.0459e+01	 1.9159e-01	           	           	PGC065367               	311.71542	-12.84833
NGC7090        	 7.1955e+00	 2.6669e-02	-1.3806e-01	 3.9791e-02	-9.0048e-01	 4.3058e-02	 9.2599e+00	 3.2011e-02	           	           	 9.6110e+00	 8.6397e-02	-9.9913e+00	 1.1943e-01	           	           	NGC7090                 	324.12027	-54.55732
NGC7213        	 7.7039e+00	 7.2403e-02	 2.1961e-01	 6.5755e-02	-6.3826e-01	 7.1162e-02	 1.0597e+01	 1.5232e-01	-3.9242e-01	 2.5419e-01	           	           	           	           	           	           	NGC7213                 	332.31754	-47.16669
ESO289-020     	 5.4460e+00	 5.0903e-01	-6.0961e-02	 4.9592e-01	-1.1885e+00	 2.2545e-01	           	           	           	           	 7.7431e+00	 2.7696e-01	-9.5431e+00	 2.8741e-01	           	           	ESO289-020              	335.29879	-45.67653
ESO405-014     	 5.8658e+00	 4.7878e-01	-1.8471e-01	 4.4643e-01	-1.0753e+00	 1.9118e-01	           	           	           	           	 8.5736e+00	 1.5796e-01	-9.7764e+00	 1.7473e-01	           	           	ESO405-014              	335.69579	-34.83364
PGC166755      	 7.2597e+00	 1.7817e-01	 1.3742e-01	 1.6300e-01	-9.2918e-01	 6.5566e-02	 9.9141e+00	 1.7727e-02	           	           	 1.0033e+01	 1.1934e-01	           	           	           	           	PGC166755               	337.30750	+75.36722
NGC7314        	 7.2956e+00	 1.7804e-02	 2.2634e-01	 1.4536e-02	-8.7786e-01	 9.1025e-03	 9.4707e+00	 2.5683e-01	           	           	 1.0028e+01	 8.7420e-02	-9.9864e+00	 1.1054e-01	           	           	NGC7314                 	338.94249	-26.05044
NGC7331        	 7.9178e+00	 1.7430e-02	 4.0838e-01	 1.5959e-02	-8.7382e-01	 1.1400e-02	 1.0230e+01	 5.9317e-03	-1.3031e+00	 1.5180e-01	 1.0923e+01	 7.0052e-02	-1.0367e+01	 1.4671e-01	 8.5592e+00	 3.0343e-02	NGC7331                 	339.26709	+34.41592
UGC12160       	 6.9771e+00	 1.6368e-01	 5.0237e-01	 1.6225e-01	-8.5396e-01	 4.5198e-02	 9.8438e+00	 4.2865e-02	           	           	 9.9443e+00	 9.5651e-02	-9.8074e+00	 1.8540e-01	           	           	UGC12160                	340.22683	+75.16461
ESO603-031     	 6.4270e+00	 1.9054e-01	 2.1630e-01	 2.1495e-01	-1.0577e+00	 1.0474e-01	           	           	           	           	 9.4090e+00	 8.7599e-02	-1.0077e+01	 1.0640e-01	           	           	ESO603-031              	344.36011	-17.88557
ESO406-031     	 6.1867e+00	 1.8315e-01	-3.6463e-02	 2.2586e-01	-8.7827e-01	 1.0942e-01	           	           	           	           	 9.3945e+00	 7.9328e-02	-1.1094e+01	 2.2511e-01	           	           	ESO406-031              	344.41974	-35.39703
IC5270         	 7.3250e+00	 5.3300e-02	 3.2117e-01	 4.9947e-02	-9.9122e-01	 1.7888e-02	 1.0009e+01	 6.0242e-03	           	           	 9.8567e+00	 8.2461e-02	-9.7916e+00	 1.1206e-01	           	           	IC5270                  	344.47891	-35.85804
UGC12313       	 6.6051e+00	 2.9001e-01	-3.7438e-01	 3.3342e-01	-1.0022e+00	 1.5905e-01	 9.3993e+00	 4.2480e-03	           	           	 8.8536e+00	 1.1319e-01	-1.0215e+01	 4.3890e-01	           	           	UGC12313                	345.43250	+16.06764
NGC7465        	 6.8427e+00	 6.7480e-02	 8.3105e-01	 6.6194e-02	-1.0352e+00	 1.8692e-02	 9.7675e+00	 8.1550e-03	           	           	 9.9596e+00	 7.7627e-02	-9.9000e+00	 1.3866e-01	           	           	NGC7465                 	345.50397	+15.96487
ESO407-002     	 6.4061e+00	 8.1987e-02	 3.4006e-01	 8.2749e-02	-8.4595e-01	 3.1627e-02	           	           	           	           	 9.5052e+00	 9.6769e-02	-1.0780e+01	 2.5896e-01	           	           	ESO407-002              	346.17264	-34.05783
NGC7552        	 7.7246e+00	 3.2837e-02	 1.3271e+00	 5.8439e-02	-1.3097e+00	 2.5640e-02	 1.0545e+01	 9.4463e-02	-2.7750e-01	 1.5328e-01	 1.0724e+01	 9.0146e-02	-9.2296e+00	 1.4871e-01	 8.5304e+00	 1.8258e-02	NGC7552                 	349.04486	-42.58483
NGC7625        	 7.0375e+00	 2.9770e-02	 9.0835e-01	 2.1247e-02	-9.8820e-01	 2.1496e-02	 9.6632e+00	 4.7489e-02	-5.9372e-01	 1.4443e-01	 9.9582e+00	 7.8352e-02	-9.7808e+00	 1.4484e-01	 8.5534e+00	 4.9302e-02	NGC7625                 	350.12555	+17.22560
NGC7667        	 5.6020e+00	 2.4092e-01	 4.7982e-01	 2.4350e-01	-1.4705e+00	 1.3792e-01	 9.0817e+00	 2.9290e-03	           	           	 8.4394e+00	 7.3406e-02	-9.2633e+00	 8.0169e-02	 8.0566e+00	 6.3128e-02	NGC7667                 	351.09516	-00.10838
ESO407-018     	 3.9302e+00	 4.1166e-01	-6.0103e-02	 4.6550e-01	-1.0282e+00	 2.2933e-01	 7.3553e+00	 8.5576e-02	           	           	 7.4970e+00	 1.1625e-01	-1.0495e+01	 1.7934e-01	           	           	ESO407-018              	351.61467	-32.38875
ESO240-004     	 5.9988e+00	 3.0865e-01	-2.7848e-01	 3.6574e-01	-1.0378e+00	 1.7272e-01	           	           	           	           	 8.4073e+00	 1.5674e-01	-9.7576e+00	 1.7636e-01	           	           	ESO240-004              	351.97133	-51.13214
NGC7690        	 6.6002e+00	 4.6615e-02	 6.4581e-01	 4.7647e-02	-1.0178e+00	 1.5675e-02	 9.4121e+00	 3.6161e-02	           	           	 9.8666e+00	 6.6855e-02	-1.0081e+01	 8.9676e-02	           	           	NGC7690                 	353.26081	-51.69834
NGC7694        	 6.1301e+00	 5.7189e-02	 4.6907e-01	 6.1742e-02	-1.1940e+00	 4.1610e-02	 8.8131e+00	 4.3690e-02	           	           	 8.9446e+00	 7.1195e-02	-9.8087e+00	 9.3409e-02	           	           	NGC7694                 	353.31567	-02.70284
NGC7689        	 7.4397e+00	 4.2102e-02	 2.9531e-01	 3.6339e-02	-9.4148e-01	 1.0475e-02	 9.8362e+00	 1.9056e-02	           	           	 9.9133e+00	 9.0784e-02	-9.5154e+00	 9.9995e-02	           	           	NGC7689                 	353.31990	-54.09440
IC5334         	 7.1830e+00	 1.5623e-01	-2.3230e-01	 1.6933e-01	-9.6722e-01	 9.4331e-02	 1.0118e+01	 5.5291e-02	           	           	 1.0496e+01	 7.4882e-02	-1.1090e+01	 1.5185e-01	           	           	IC5334                  	353.65178	-04.53426
NGC7710        	 6.2751e+00	 2.7052e-01	-7.1110e-02	 2.8188e-01	-8.8115e-01	 1.3122e-01	           	           	           	           	 1.0021e+01	 5.2622e-02	-1.1782e+01	 3.8210e-01	           	           	NGC7710                 	353.94230	-02.88094
NGC7714        	 6.8563e+00	 3.6793e-02	 1.3770e+00	 3.6235e-02	-1.3057e+00	 3.8357e-03	 9.7852e+00	 4.5529e-03	           	           	 9.8752e+00	 7.7280e-02	-9.0957e+00	 8.0372e-02	           	           	NGC7714                 	354.05875	+02.15502
NGC7715        	 6.0356e+00	 3.4995e-01	-8.9784e-02	 3.4314e-01	-1.0514e+00	 1.4953e-01	           	           	           	           	 9.0704e+00	 2.1698e-02	-9.8942e+00	 3.0988e-02	           	           	NGC7715                 	354.09070	+02.15703
NGC7716        	 7.2991e+00	 5.4273e-02	 5.5882e-02	 6.1892e-02	-8.4001e-01	 2.3303e-02	 9.8394e+00	 1.8574e-02	           	           	 1.0436e+01	 6.0044e-02	-1.0503e+01	 9.1058e-02	 8.5237e+00	 1.4911e-02	NGC7716                 	354.13107	+00.29731
UGC12709       	 6.8383e+00	 1.5845e-01	-1.2845e-01	 1.7490e-01	-1.0909e+00	 1.1040e-01	 9.6062e+00	 4.3295e-03	           	           	 9.3841e+00	 7.5743e-02	-9.8622e+00	 8.8838e-02	 8.2016e+00	 2.6245e-02	UGC12709                	354.35063	+00.39077
NGC7721        	 7.8329e+00	 2.9687e-02	 1.9116e-01	 2.7609e-02	-9.1574e-01	 1.4209e-02	 1.0252e+01	 3.4321e-02	-1.0077e+00	 1.3351e-01	 1.0423e+01	 6.7754e-02	-9.9087e+00	 1.0266e-01	 8.4990e+00	 6.4833e-03	NGC7721                 	354.70270	-06.51786
PGC072006      	 6.4855e+00	 2.8177e-01	-3.1925e-01	 3.0522e-01	-1.0071e+00	 1.4232e-01	 9.4474e+00	 1.9045e-02	           	           	 9.0280e+00	 7.6662e-02	-9.8501e+00	 8.6870e-02	           	           	PGC072006               	354.70292	-05.74750
ESO471-006     	 4.2781e+00	 5.8196e-01	-3.6738e-01	 4.3734e-01	-1.5341e+00	 2.1930e-01	 7.8224e+00	 2.1739e-02	           	           	 7.6105e+00	 1.6628e-01	-9.5365e+00	 1.6853e-01	 7.7601e+00	 1.0533e-01	ESO471-006              	355.93979	-31.95677
ESO149-001     	 6.3947e+00	 1.2018e-01	 2.7879e-01	 1.1618e-01	-1.2722e+00	 9.8654e-02	 9.6622e+00	 1.7550e-02	           	           	 9.7352e+00	 9.2867e-02	-1.0177e+01	 1.0734e-01	           	           	ESO149-001              	356.95375	-57.07139
NGC7755        	 7.6017e+00	 3.3615e-02	 2.2312e-01	 3.1307e-02	-8.9649e-01	 2.1869e-02	 1.0049e+01	 5.9808e-02	           	           	 1.0389e+01	 8.6828e-02	-1.0003e+01	 1.0704e-01	 8.5066e+00	 8.4594e-03	NGC7755                 	356.96559	-30.52199
NGC7757        	 6.5897e+00	 6.4392e-02	 2.7031e-01	 6.8953e-02	-1.0006e+00	 3.7594e-02	 9.0885e+00	 3.1156e-02	           	           	 9.0790e+00	 3.7207e-02	-9.4844e+00	 4.4827e-02	           	           	NGC7757                 	357.18979	+04.17120
NGC7764        	 6.8583e+00	 7.1554e-02	 3.7299e-01	 1.0880e-01	-1.0682e+00	 5.4811e-02	 9.1897e+00	 4.0450e-02	           	           	 9.4289e+00	 8.3826e-02	-9.5027e+00	 1.2257e-01	           	           	NGC7764                 	357.72492	-40.72819
NGC7793        	 6.9121e+00	 3.1606e-02	-1.6544e-01	 5.6030e-02	-9.6199e-01	 1.1725e-01	 9.1013e+00	 2.7239e-02	-9.7205e-01	 1.4005e-01	 9.3253e+00	 9.1243e-02	-9.6628e+00	 9.5100e-02	 8.3954e+00	 3.0865e-02	NGC7793                 	359.45731	-32.59103
HS0052+2536    	 6.4987e+00	 1.4101e-01	 1.4201e+00	 1.3594e-01	-1.4396e+00	 5.7421e-02	           	           	           	           	 9.4790e+00	 1.3728e-01	-9.0254e+00	 1.5276e-01	           	           	HS0052+2536             	013.73495	+25.88551
HS2352+2733    	 4.2675e+00	 8.9780e-02	 2.2755e+00	 1.1737e-01	-2.4734e+00	 2.8364e-01	           	           	           	           	 8.0640e+00	 1.5659e-01	           	           	           	           	HS2352+2733             	358.73625	+27.83306
